"GUI\Wizard pages\Add backup\SelectWhen.tr-TR.resx","ScheduleRadio.Text","missing","Run backup at specified interval (recommended)",""
"GUI\Wizard pages\Add backup\SettingOverrides.tr-TR.resx","dataGridViewTextBoxColumn1.HeaderText","missing","argument",""
"GUI\Wizard pages\Add backup\Strings\AdvancedOptions.tr-TR.resx","PageDescription","not-updated","On this page you can select more advanced settings for your backup. If you prefer, you can ignore those settings, and use the duplicati defaults.",""
"GUI\Wizard pages\Add backup\Strings\AdvancedOptions.tr-TR.resx","PageTitle","not-updated","Advanced settings",""
"GUI\Wizard pages\Add backup\Strings\CleanupSettings.tr-TR.resx","DisabledCleanupWarning","not-updated","You have disabled backup removal. If no backups are removed, the amount of stored data will increase forever.
Disabling backup cleanup may result in storage space being exhausted.
Do you want to continue without backup removal backups?",""
"GUI\Wizard pages\Add backup\Strings\CleanupSettings.tr-TR.resx","PageDescription","not-updated","To ensure that backups do not grow indefinately, Duplicati can automatically remove old backups.",""
"GUI\Wizard pages\Add backup\Strings\CleanupSettings.tr-TR.resx","PageTitle","not-updated","Select cleanup options",""
"GUI\Wizard pages\Add backup\Strings\CleanupSettings.tr-TR.resx","TooShortCleanupDurationDay","not-updated","The cleanup duration entered is less than 1 day. This will give very poor system performance.",""
"GUI\Wizard pages\Add backup\Strings\CleanupSettings.tr-TR.resx","TooShortFullDuration","not-updated","The full backup duration entered is less than ten minutes. This will give very poor system performance.",""
"GUI\Wizard pages\Add backup\Strings\EditFilters.tr-TR.resx","PageDescription","not-updated","On this page you can modify filters that control what files are included in the backup.",""
"GUI\Wizard pages\Add backup\Strings\EditFilters.tr-TR.resx","PageTitle","not-updated","Edit filters",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","PageDescription","not-updated","You have now entered all the required data, and can now create the backup.",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","PageDescriptionModify","not-updated","The backup modifications are now ready to be saved.",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","PageTitle","not-updated","Ready to add backup",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","PageTitleModify","not-updated","Ready to save changes",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryAction","not-updated","Action",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryActionAdd","not-updated","Add new backup",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryActionModify","not-updated","Modify backup",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryDestination","not-updated","Destination",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryDestinationPath","not-updated","Destination path",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryFullBackupEach","not-updated","Full backup each",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryKeepFullBackups","not-updated","Keep full backups",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryRepeat","not-updated","Repeat",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummarySourceFolder","not-updated","Source folder",""
"GUI\Wizard pages\Add backup\Strings\FinishedAdd.tr-TR.resx","SummaryWhen","not-updated","When",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","ChangePasswordQuestion","not-updated","Are you sure you want to change the current password to a new random one?",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","EmptyPasswordError","not-updated","You must enter a password, remove the check mark next to the box to disable encryption of the backups.",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","EnablePasswordRestoreText","not-updated","Backup is protected with password",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","EncryptionModuleLoadError","not-updated","Failed to load the encryption modules: {0}",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","NewGeneratedPasswordWarning","not-updated","You have generated a new random password.
Please write down the password and store it in a safe location.
Without this password, you will not be able to recover a single file from the backups!

You cannot recover the password from within Duplicati after saving this setup.

Are you sure you have a safely stored copy of the generated password?",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","NoEncryptionMethodSelected","not-updated","You must select an encryption method.",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","NoPasswordWarning","not-updated","If the backup is stored on machine or device that is not under your direct control,
it is possible that others may view the files you have stored in the backups.
It is highly recomended that you enable encryption.
Do you want to continue without encryption?",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","PageDescription","not-updated","On this page you can select options that protect your backups from being read or altered.",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","PageDescriptionRestore","not-updated","Enter the encryption settings that were used to create the backup originally",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","PageTitle","not-updated","Select password for the backup",""
"GUI\Wizard pages\Add backup\Strings\PasswordSettings.tr-TR.resx","PasswordChangedWarning","not-updated","****************** WARNING ***********************
You are modifying the password settings for an existing backup.
If you save these changes, you will no longer be able to recover previously backed up files.
Are you absolutely sure you want to continue?",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","CalculatingSize","not-updated","Calculating size ...",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","CalculatingSizeMarker","not-updated","(...)",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","DuplicateFolderError","not-updated","The folder ""{0}"" is included twice",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","FinalSizeCalculated","not-updated","The selected items take up {0} of space",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","FolderDoesNotExistWarning","not-updated","The folder ""{0}"" does not exist.
How do you want to proceed?",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","NoFilesSelectedError","not-updated","You have not included any files.",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","PageDescription","not-updated","On this page you must select the folder and files you wish to backup",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","PageTitle","not-updated","Select files to backup",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","PartialSizeCalculated","not-updated","Calculating ... (using more than {0} of space)",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","RelatedFoldersError","not-updated","The folder ""{0}"" is a subfolder of ""{1}"", which is not allowed",""
"GUI\Wizard pages\Add backup\Strings\SelectFiles.tr-TR.resx","UpgradeWarning","not-updated","The setup is loaded from an older version of Duplicati. 
If you save the backup settings, the internal storage will be change to the new version.
Please verify the content of the backup after the next run to ensure
that it contains the files and folders that you expect.",""
"GUI\Wizard pages\Add backup\Strings\SelectName.tr-TR.resx","DuplicateNameEnteredError","not-updated","There already exists a backup with that name",""
"GUI\Wizard pages\Add backup\Strings\SelectName.tr-TR.resx","InvalidNameEnteredError","not-updated","Failed to validate the backup name: {0}",""
"GUI\Wizard pages\Add backup\Strings\SelectName.tr-TR.resx","NoNameEnteredError","not-updated","You must enter a name for the backup",""
"GUI\Wizard pages\Add backup\Strings\SelectName.tr-TR.resx","PageDescription","not-updated","On this page you can enter a name for the backup, so you can find and modify it later",""
"GUI\Wizard pages\Add backup\Strings\SelectName.tr-TR.resx","PageTitle","not-updated","Enter a name for the backup",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","FullDurationShorterThanScheduleDurationError","not-updated","The interval between each full backup must be larger than the schedule interval.",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","NoScheduleWarning","not-updated","You have selected not to run the backup automatically.
This means that you have to remember to manually start the backup periodically.

Are you sure this is what you want?",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","OnlyFullBackupsWarning","not-updated","You have selected to only produce full backups.
This may take up a lot of space on the backend.

Are you sure this is what you want?",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","OnlyIncrementalBackupsWarning","not-updated","You have selected to only produce incremental backups.
This may result in very lengthy restore operations, and increases the probability of a restore failure.

Are you sure this is what you want?",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","PageDescription","not-updated","On this page you may set up when the backup is run. Automatically repeating the backup ensure that you have a backup, without requiring any action from you.",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","PageTitle","not-updated","Select when the backup should run",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","TimeIsInThePastWarning","not-updated","The time you entered is in the past.",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","TimeOccursShortlyWarning","not-updated","The time you entered will occur shortly.",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","TooManyIncrementalsWarning","not-updated","The settings you have selected will result in {0} incremental backups being created between each full backup.
This can result in very lengthy restore operations, and increases the probability of a restore failure.

Do you want to keep these settings?",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","TooShortFullDurationError","not-updated","The interval between full backups must be more than {0} minutes.",""
"GUI\Wizard pages\Add backup\Strings\SelectWhen.tr-TR.resx","TooShortScheduleDurationError","not-updated","The schedule interval must be more than {0} minutes.",""
"GUI\Wizard pages\Add backup\Strings\SettingOverrides.tr-TR.resx","BackendLoadError","not-updated","An error occured while loading backend settings: {0}",""
"GUI\Wizard pages\Add backup\Strings\SettingOverrides.tr-TR.resx","CompressionLoadError","not-updated","An error occured while loading compression settings: {0}",""
"GUI\Wizard pages\Add backup\Strings\SettingOverrides.tr-TR.resx","EncryptionLoadError","not-updated","An error occured while loading encryption settings: {0}",""
"GUI\Wizard pages\Add backup\Strings\SettingOverrides.tr-TR.resx","GenericModuleLoadError","not-updated","An error occured while loading generic module settings: {0}",""
"GUI\Wizard pages\Add backup\Strings\SettingOverrides.tr-TR.resx","PageDescription","not-updated","On this page you can override all settings supported by Duplicati. This is very advanced, so be carefull!",""
"GUI\Wizard pages\Add backup\Strings\SettingOverrides.tr-TR.resx","PageTitle","not-updated","Override settings",""
"GUI\Wizard pages\Add backup\Strings\ThrottleOptions.tr-TR.resx","PageDescription","not-updated","On this page you may select limits that prevent the backup procedure from using too many resources",""
"GUI\Wizard pages\Add backup\Strings\ThrottleOptions.tr-TR.resx","PageTitle","not-updated","Select how to limit the backup",""
"GUI\Wizard pages\Add backup\ThrottleOptions.tr-TR.resx","AsyncEnabled.Text","missing","Upload asyncronosly",""
"GUI\Wizard pages\Add backup\ThrottleOptions.tr-TR.resx","BackupLimitEnabled.Text","missing","Each backup size limit ",""
"GUI\Wizard pages\Add backup\ThrottleOptions.tr-TR.resx","label1.Text","missing","Size of each volume",""
"GUI\Wizard pages\Backends\RawContainer.tr-TR.resx","label1.Text","missing","Destination",""
"GUI\Wizard pages\Delete backup\DeleteFinished.tr-TR.resx","label1.Text","missing","Summary",""
"GUI\Wizard pages\Delete backup\DeleteFinished.tr-TR.resx","label2.Text","missing","Warning: You cannot restore the files after the backup is deleted!!!",""
"GUI\Wizard pages\Delete backup\DeleteFinished.tr-TR.resx","label3.Text","missing","Note that the actual files will not be removed from the storage backend, you must remove the files manually.",""
"GUI\Wizard pages\Delete backup\Strings\DeleteFinished.tr-TR.resx","PageDescription","not-updated","You are now ready to delete the backup. Please note that you cannot restore the backup ever again",""
"GUI\Wizard pages\Delete backup\Strings\DeleteFinished.tr-TR.resx","PageTitle","not-updated","Delete backup",""
"GUI\Wizard pages\Delete backup\Strings\DeleteFinished.tr-TR.resx","SummaryText","not-updated","Action: Delete backup
Name: {0}",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","CreateNew.Text","missing","Setup a new backup",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","RestoreFiles.Text","missing","Restore files from a backup",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","RestoreFilesHelp.Text","missing","You do not want to set up Duplicati, but just want to restore some files",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","RestoreSettingsHelp.Text","missing","You have used Duplicati before, and want to restore your setup",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","RestoreSetup.Text","missing","Restore settings from a previous Duplicati installation",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","SetupNewBackupHelp.Text","missing","You have not used Duplicati before, or want to start over",""
"GUI\Wizard pages\FirstLaunch.tr-TR.resx","SimpleHelpHeader.Text","missing","Select one of the options below, and click next",""
"GUI\Wizard pages\MainPage.tr-TR.resx","Backup.Text","missing","Run a backup immediately",""
"GUI\Wizard pages\MainPage.tr-TR.resx","CreateNew.Text","missing","Schedule a new backup",""
"GUI\Wizard pages\MainPage.tr-TR.resx","donate_button.ToolTip","missing","Show your appreciation by donating, any amount is accepted",""
"GUI\Wizard pages\MainPage.tr-TR.resx","donate_link.Text","missing","Support Duplicati",""
"GUI\Wizard pages\MainPage.tr-TR.resx","donate_link.ToolTip","missing","Show your appreciation by donating, any amount is accepted",""
"GUI\Wizard pages\MainPage.tr-TR.resx","Edit.Text","missing","Edit an existing backup",""
"GUI\Wizard pages\MainPage.tr-TR.resx","label1.Text","missing","What do you want to do?",""
"GUI\Wizard pages\MainPage.tr-TR.resx","Remove.Text","missing","Remove an existing backup",""
"GUI\Wizard pages\MainPage.tr-TR.resx","Restore.Text","missing","Restore files from a backup",""
"GUI\Wizard pages\Restore\FinishedRestore.tr-TR.resx","label1.Text","missing","Summary",""
"GUI\Wizard pages\Restore\FinishedRestore.tr-TR.resx","RunInBackground.Text","missing","Run restore operation as a background job",""
"GUI\Wizard pages\Restore\SelectBackupVersion.tr-TR.resx","label1.Text","missing","Select the backup you want to restore",""
"GUI\Wizard pages\Restore\Strings\FinishedRestore.tr-TR.resx","MostRecent","not-updated","most recent",""
"GUI\Wizard pages\Restore\Strings\FinishedRestore.tr-TR.resx","PageDescription","not-updated","Duplicati is now ready to restore your files.",""
"GUI\Wizard pages\Restore\Strings\FinishedRestore.tr-TR.resx","PageTitle","not-updated","Ready to restore files",""
"GUI\Wizard pages\Restore\Strings\FinishedRestore.tr-TR.resx","RestoreFailedError","not-updated","The restore operation failed: {0}",""
"GUI\Wizard pages\Restore\Strings\FinishedRestore.tr-TR.resx","RestoreWaitDialogTitle","not-updated","Restoring files, please wait...",""
"GUI\Wizard pages\Restore\Strings\FinishedRestore.tr-TR.resx","SummaryText","not-updated","Action: Restore backup
Backup: {0}
Date: {1}
Folder: {2}",""
"GUI\Wizard pages\Restore\Strings\SelectBackupVersion.tr-TR.resx","NoBackupSelectedError","not-updated","You must select the backup to restore",""
"GUI\Wizard pages\Restore\Strings\SelectBackupVersion.tr-TR.resx","PageDescription","not-updated","The list below shows all the available backups. Select one to restore",""
"GUI\Wizard pages\Restore\Strings\SelectBackupVersion.tr-TR.resx","PageTitle","not-updated","Select the backup to restore",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","CreateNewFolderWarning","not-updated","The folder {0} does not exist. Do you want to create it?",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","FolderIsNotEmptyWarning","not-updated","The folder {0} is not empty. Do you want to use it anyway?",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","FolderPathIsRelativeError","not-updated","You must enter the full path of the folder: {0}",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","FolderValidationError","not-updated","An error occured while verifying the destination {0}.
Please make sure it exists and is accessible.
Error message: {1}",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","NoFilesSelectedError","not-updated","You have not selected any files to restore.",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","NoFolderError","not-updated","You must enter a folder to restore to",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","PageDescription","not-updated","Please select the folder into which the backup will be restored",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","PageTitle","not-updated","Select restore folder",""
"GUI\Wizard pages\Restore\Strings\TargetFolder.tr-TR.resx","PathTooLongWarning","not-updated","The restored files will use a path that is {0} characters long, but Windows only supports paths up to around 250 characters. If you proceed some files may not be restored.

Do you want to continue with the restore procedure anyway?",""
"GUI\Wizard pages\Restore\TargetFolder.tr-TR.resx","BrowseFolder.Text","missing","...",""
"GUI\Wizard pages\Restore\TargetFolder.tr-TR.resx","folderBrowserDialog.Description","missing","Select the folder where the backup will be restored",""
"GUI\Wizard pages\Restore\TargetFolder.tr-TR.resx","label2.Text","missing","Restore to this folder",""
"GUI\Wizard pages\Restore\TargetFolder.tr-TR.resx","PartialRestore.Text","missing","Restore only the items selected below",""
"GUI\Wizard pages\RestoreSetup\FinishedRestoreSetup.tr-TR.resx","label1.Text","missing","Summary",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","PageDescription","not-updated","You have now entered all the required data, and can now restore the setup.",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","PageTitle","not-updated","Ready to restore settings",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","RestoreFailedError","not-updated","Failed to restore setup files, the error message was:
 {0}",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","RestoreWaitDialogTitle","not-updated","Restoring setup, please wait...",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","SetupFileMissingError","not-updated","Connection succeded, but not setup file was found",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","SummaryAction","not-updated","Action",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","SummaryRestoreBackup","not-updated","Restore backup",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","SummarySource","not-updated","Source",""
"GUI\Wizard pages\RestoreSetup\Strings\FinishedRestoreSetup.tr-TR.resx","SummarySourcePath","not-updated","Source path",""
"GUI\Wizard pages\RunNow\RunNowFinished.tr-TR.resx","ForceFull.Text","missing","Force full backup",""
"GUI\Wizard pages\RunNow\RunNowFinished.tr-TR.resx","label1.Text","missing","Summary",""
"GUI\Wizard pages\RunNow\Strings\RunNowFinished.tr-TR.resx","PageDescription","not-updated","You are now ready to run the backup",""
"GUI\Wizard pages\RunNow\Strings\RunNowFinished.tr-TR.resx","PageTitle","not-updated","Ready to run backup",""
"GUI\Wizard pages\RunNow\Strings\RunNowFinished.tr-TR.resx","SummaryText","not-updated","Action: Run backup now
Name: {0}",""
"GUI\Wizard pages\SelectBackend.tr-TR.resx","Question.Text","missing","Where do you want to store the backups?",""
"GUI\Wizard pages\SelectBackup.tr-TR.resx","DirectRestore.Text","missing","Restore files directly",""
"GUI\Wizard pages\SelectBackup.tr-TR.resx","RestoreExisting.Text","missing","Restore from an existing backup",""
"GUI\Wizard pages\SelectBackup.tr-TR.resx","ShowAdvanced.Text","missing","Show advanced options",""
"GUI\Wizard pages\SelectBackup.tr-TR.resx","topLabel.Text","missing","Select backup to modify",""
"GUI\Wizard pages\Strings\FirstLaunch.tr-TR.resx","NoActionSelection","not-updated","You must select an action",""
"GUI\Wizard pages\Strings\FirstLaunch.tr-TR.resx","PageHelptext","not-updated","Since this is your first use of Duplicati on this machine, this wizard will guide you through a Duplicati setup",""
"GUI\Wizard pages\Strings\FirstLaunch.tr-TR.resx","PageTitle","not-updated","Welcome to Duplicati",""
"GUI\Wizard pages\Strings\FirstLaunch.tr-TR.resx","ShowAdvancedQuestion","not-updated","Do you need to modify advanced settings?
(Most users do not need this)",""
"GUI\Wizard pages\Strings\MainPage.tr-TR.resx","PageHelptext","not-updated","Please select the action you want to perform below",""
"GUI\Wizard pages\Strings\MainPage.tr-TR.resx","PageTitle","not-updated","Welcome to the Duplicati Wizard",""
"GUI\Wizard pages\Strings\SelectBackend.tr-TR.resx","NoActionSelected","not-updated","You must enter the storage method before you can continue.",""
"GUI\Wizard pages\Strings\SelectBackend.tr-TR.resx","PageHelptext","not-updated","On this page you can select the type of device or service that store the backups. You may need information from the service provider when you continue.",""
"GUI\Wizard pages\Strings\SelectBackend.tr-TR.resx","PageTitle","not-updated","Select a place to store the backups",""
"GUI\Wizard pages\Strings\SelectBackend.tr-TR.resx","RestoreSetupTitle","not-updated","Where is the backup stored?",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","NoActionSelected","not-updated","You must select a backup before you can continue",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageHelptextEdit","not-updated","In the list below, select the backup you want to modify",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageHelptextRemove","not-updated","In the list below, select the backup you want to delete",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageHelptextRestore","not-updated","In the list below, select the backup you want to restore",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageHelptextRunNow","not-updated","In the list below, select the backup you want to run immediately",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageHelptextUnknown","not-updated","Unknown action",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageTitleEdit","not-updated","Select the backup to modify",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageTitleRemove","not-updated","Select the backup to remove",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageTitleRestore","not-updated","Select the backup to restore",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageTitleRunNow","not-updated","Select the backup to run now",""
"GUI\Wizard pages\Strings\SelectBackup.tr-TR.resx","PageTitleUnknown","not-updated","Unknown action",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","CreateContainer.Text","missing","Create container",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","label1.Text","missing","CloudFiles Username",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","label2.Text","missing","CloudFiles API Key",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","label3.Text","missing","Container name",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","label4.Text","missing","A container can be thought of as a root folder. Use / in the container name, to access subfolders in the container",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","label5_2.Text","missing","CloudFiles AuthUrl",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","SignUpLink.Text","missing","Click here for the sign up page",""
"Library\Backend\CloudFiles\CloudFilesUI.tr-TR.resx","TestConnection.Text","missing","Test Connection",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","Description_v2","not-updated","Supports connections to the CloudFiles backend. Allowed formats is ""cloudfiles://container/folder"".",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionAuthenticationURLLong_v2","not-updated","Cloudfiles use different servers for authentification based on where the account was resides, use this option to set an alternate authentication URL. This option overrides --{0}.",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionAuthenticationURLShort","not-updated","Provide another authentication URL",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionFTPPasswordLong","not-updated","The password used to connect to the server. This may also be supplied as the environment variable ""FTP_PASSWORD"".",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionFTPPasswordShort","not-updated","Supplies the password used to connect to the server",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionFTPUsernameLong","not-updated","The username used to connect to the server. This may also be supplied as the environment variable ""FTP_USERNAME"".",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionFTPUsernameShort","not-updated","Supplies the username used to connect to the server",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionPasswordLong","not-updated","Supplies the API Access Key used to authenticate with CloudFiles.",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionPasswordShort","not-updated","Supplies the access key used to connect to the server",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionUKAccountLong","not-updated","Duplicati will assume that the credentials given are for a US account, use this option if the account is a UK based account. Note that this is equivalent to setting --{0}={1}.",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionUKAccountShort","not-updated","Use a UK account",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionUsernameLong","not-updated","Supplies the username used to authenticate with CloudFiles.",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DescriptionUsernameShort","not-updated","Supplies the username used to authenticate with CloudFiles",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","DisplayName","not-updated","CloudFiles (Rackspace)",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","ETagVerificationError","not-updated","MD5 Hash (ETag) verification failed",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","FileDeleteError","not-updated","Failed to delete file",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","FileUploadError","not-updated","Failed to upload file",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","InvalidUrlError","not-updated","Invalid URL: {0}",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","NoAPIKeyError","not-updated","No CloudFiles API Access Key given",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","NoUserIDError","not-updated","No CloudFiles userID given",""
"Library\Backend\CloudFiles\Strings\CloudFiles.tr-TR.resx","UnexpectedResponseError","not-updated","Unexpected CloudFiles response, perhaps the API has changed?",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","CreateMissingContainer","not-updated","The container does not exist, do you want to create it?",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","EmptyAPIKeyError","not-updated","You must enter your CloudFiles API Access Key.
You may click the link to the right
to open the CloudFiles login page, and retrieve it.",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","EmptyAuthUrlError","not-updated","The AuthUrl field cannot be empty",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","EmptyCloudFilesIDError","not-updated","You must enter your CloudFiles user ID.
You may click the link to the right
to open the CloudFiles login page, and retrieve it.",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","EmptyContainerNameError","not-updated","You must enter a name for the Container.
You must use a unique name for each backup.
You may enter any name you like.",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","InvalidAuthUrlError","not-updated","The url {0} is invalid",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","PageDescription","not-updated","On this page you can select where to store the backup data.",""
"Library\Backend\CloudFiles\Strings\CloudFilesUI.tr-TR.resx","PageTitle","not-updated","Backup storage options",""
"Library\Backend\CloudFiles\Strings\MD5CalculatingStream.tr-TR.resx","IncorrectUsageError","not-updated","Cannot read and write on the same stream",""
"Library\Backend\File\FileUI.tr-TR.resx","BrowseTargetFolder.Text","missing","...",""
"Library\Backend\File\FileUI.tr-TR.resx","folderBrowserDialog.Description","missing","Select the folder where the backups will be stored",""
"Library\Backend\File\FileUI.tr-TR.resx","FolderLabel.Text","missing","Folder",""
"Library\Backend\File\FileUI.tr-TR.resx","label1.Text","missing","Username",""
